dataset,sample_id,image_path,gt_mask_path,pred_mask_path,lane_iou,lane_f1,lane_precision,lane_recall,lane_accuracy,lane_miou,pixel_accuracy,tp_pixels,fp_pixels,fn_pixels,tn_pixels
culane,driver_100_30frame_05250523_0308.MP4_04800,/shared/data/culane/driver_100_30frame/05250523_0308.MP4/04800.jpg,/shared/data/culane/laneseg_label_w16_test/driver_100_30frame/05250523_0308.MP4/04800.png,/home/karthikab/Projects/road-readiness-framework/outputs/clrernet_full/masks/driver_100_30frame_05250523_0308.MP4_04800.png,0.22010563685167547,0.3607976722727314,0.7955351554350092,0.2333037599045492,0.2333037599045492,0.5959789997599155,0.9720742042166184,7626,1960,25061,932953
culane,driver_100_30frame_05250523_0308.MP4_04830,/shared/data/culane/driver_100_30frame/05250523_0308.MP4/04830.jpg,/shared/data/culane/laneseg_label_w16_test/driver_100_30frame/05250523_0308.MP4/04830.png,/home/karthikab/Projects/road-readiness-framework/outputs/clrernet_full/masks/driver_100_30frame_05250523_0308.MP4_04830.png,0.16135739831988688,0.2778772470096028,0.6092327017690776,0.17998515586343394,0.17998515586343394,0.5649531694130159,0.9687381149235221,5820,3733,26516,931531
culane,driver_100_30frame_05250523_0308.MP4_04860,/shared/data/culane/driver_100_30frame/05250523_0308.MP4/04860.jpg,/shared/data/culane/laneseg_label_w16_test/driver_100_30frame/05250523_0308.MP4/04860.png,/home/karthikab/Projects/road-readiness-framework/outputs/clrernet_full/masks/driver_100_30frame_05250523_0308.MP4_04860.png,0.2220628275316919,0.3634229313397867,0.8025605756004655,0.23489517202935803,0.23489517202935803,0.5971920466726235,0.9725382389417114,7585,1866,24706,933443
culane,driver_100_30frame_05250523_0308.MP4_04890,/shared/data/culane/driver_100_30frame/05250523_0308.MP4/04890.jpg,/shared/data/culane/laneseg_label_w16_test/driver_100_30frame/05250523_0308.MP4/04890.png,/home/karthikab/Projects/road-readiness-framework/outputs/clrernet_full/masks/driver_100_30frame_05250523_0308.MP4_04890.png,0.17646729233786246,0.29999523741451345,0.649180665773472,0.1950698336997925,0.1950698336997925,0.5729439502256211,0.9696196775527077,6299,3404,25992,931905
culane,driver_100_30frame_05250523_0308.MP4_04920,/shared/data/culane/driver_100_30frame/05250523_0308.MP4/04920.jpg,/shared/data/culane/laneseg_label_w16_test/driver_100_30frame/05250523_0308.MP4/04920.png,/home/karthikab/Projects/road-readiness-framework/outputs/clrernet_full/masks/driver_100_30frame_05250523_0308.MP4_04920.png,0.22945245632547778,0.3732595842071604,0.8109396042681031,0.24242048868105665,0.24242048868105665,0.6010313089527598,0.9728317486564696,7828,1825,24463,933484
culane,driver_100_30frame_05250523_0308.MP4_04950,/shared/data/culane/driver_100_30frame/05250523_0308.MP4/04950.jpg,/shared/data/culane/laneseg_label_w16_test/driver_100_30frame/05250523_0308.MP4/04950.png,/home/karthikab/Projects/road-readiness-framework/outputs/clrernet_full/masks/driver_100_30frame_05250523_0308.MP4_04950.png,0.18356133020433862,0.3101847374017231,0.6948326291842702,0.19965758754863813,0.19965758754863813,0.5769406653518608,0.9705167424555602,6414,2817,25711,932658
culane,driver_100_30frame_05250523_0308.MP4_04980,/shared/data/culane/driver_100_30frame/05250523_0308.MP4/04980.jpg,/shared/data/culane/laneseg_label_w16_test/driver_100_30frame/05250523_0308.MP4/04980.png,/home/karthikab/Projects/road-readiness-framework/outputs/clrernet_full/masks/driver_100_30frame_05250523_0308.MP4_04980.png,0.2067329563917593,0.3426324859971184,0.9467261904761903,0.20916622830089426,0.20916622830089426,0.5906682702598638,0.9747705663497312,6362,358,24054,936826
culane,driver_100_30frame_05250523_0308.MP4_05010,/shared/data/culane/driver_100_30frame/05250523_0308.MP4/05010.jpg,/shared/data/culane/laneseg_label_w16_test/driver_100_30frame/05250523_0308.MP4/05010.png,/home/karthikab/Projects/road-readiness-framework/outputs/clrernet_full/masks/driver_100_30frame_05250523_0308.MP4_05010.png,0.2808139717179318,0.43849298636406886,0.9835273446079507,0.28214094446019594,0.28214094446019594,0.6284437335984813,0.9762949565936337,8956,150,22787,935707
culane,driver_100_30frame_05250523_0308.MP4_05040,/shared/data/culane/driver_100_30frame/05250523_0308.MP4/05040.jpg,/shared/data/culane/laneseg_label_w16_test/driver_100_30frame/05250523_0308.MP4/05040.png,/home/karthikab/Projects/road-readiness-framework/outputs/clrernet_full/masks/driver_100_30frame_05250523_0308.MP4_05040.png,0.10961761297798378,0.1975772765244578,0.94562175129948,0.11031298101590559,0.11031298101590559,0.5348580343182938,0.9602935097147581,4730,272,38148,924450
culane,driver_100_30frame_05250523_0308.MP4_05070,/shared/data/culane/driver_100_30frame/05250523_0308.MP4/05070.jpg,/shared/data/culane/laneseg_label_w16_test/driver_100_30frame/05250523_0308.MP4/05070.png,/home/karthikab/Projects/road-readiness-framework/outputs/clrernet_full/masks/driver_100_30frame_05250523_0308.MP4_05070.png,0.0,0.0,0.0,0.0,0.0,0.4832182720132286,0.9664365440264572,0,0,32476,935124
