dataset,sample_id,image_path,gt_mask_path,pred_mask_path,lane_iou,lane_f1,lane_precision,lane_recall,lane_accuracy,lane_miou,pixel_accuracy,tp_pixels,fp_pixels,fn_pixels,tn_pixels
bdd100k_lane,b39fe3cd-d295442e,/shared/data/bdd100k/images/val/b39fe3cd-d295442e.jpg,/shared/data/bdd100k/ll_seg_annotations/val/b39fe3cd-d295442e.png,/home/karthikab/Projects/road-readiness-framework/outputs/clrernet_full/masks/b39fe3cd-d295442e.png,0.2255133563510812,0.3680308422296397,0.42616758241758235,0.32385177453027136,0.32385177453027136,0.6081196239561695,0.9907508680555556,2482,3342,5182,910594
bdd100k_lane,b39fe3cd-d5fb9508,/shared/data/bdd100k/images/val/b39fe3cd-d5fb9508.jpg,/shared/data/bdd100k/ll_seg_annotations/val/b39fe3cd-d5fb9508.png,/home/karthikab/Projects/road-readiness-framework/outputs/clrernet_full/masks/b39fe3cd-d5fb9508.png,0.17769578671744818,0.30176856998434737,0.270716228467815,0.3408675799086757,0.3408675799086757,0.5850934387137752,0.9925032552083334,1493,4022,2887,913198
bdd100k_lane,b39fe3cd-f0d534c0,/shared/data/bdd100k/images/val/b39fe3cd-f0d534c0.jpg,/shared/data/bdd100k/ll_seg_annotations/val/b39fe3cd-f0d534c0.png,/home/karthikab/Projects/road-readiness-framework/outputs/clrernet_full/masks/b39fe3cd-f0d534c0.png,0.0,0.0,0.0,0.0,0.0,0.49564453125,0.9912890625,0,0,8028,913572
bdd100k_lane,b39ffdda-b9a4ad33,/shared/data/bdd100k/images/val/b39ffdda-b9a4ad33.jpg,/shared/data/bdd100k/ll_seg_annotations/val/b39ffdda-b9a4ad33.png,/home/karthikab/Projects/road-readiness-framework/outputs/clrernet_full/masks/b39ffdda-b9a4ad33.png,0.0,0.0,0.0,0.0,0.0,0.49588216145833336,0.9917643229166667,0,0,7590,914010
bdd100k_lane,b39ffdda-eec0cc38,/shared/data/bdd100k/images/val/b39ffdda-eec0cc38.jpg,/shared/data/bdd100k/ll_seg_annotations/val/b39ffdda-eec0cc38.png,/home/karthikab/Projects/road-readiness-framework/outputs/clrernet_full/masks/b39ffdda-eec0cc38.png,0.10367499480932935,0.18787232708296622,0.20145239376008603,0.17600751968041353,0.17600751968041353,0.5447996907267094,0.985947265625,1498,5938,7013,907151
bdd100k_lane,b3a087a4-9d116610,/shared/data/bdd100k/images/val/b3a087a4-9d116610.jpg,/shared/data/bdd100k/ll_seg_annotations/val/b3a087a4-9d116610.png,/home/karthikab/Projects/road-readiness-framework/outputs/clrernet_full/masks/b3a087a4-9d116610.png,0.32453181342328713,0.49003249319350484,0.4248515303791685,0.5788381742738589,0.5788381742738589,0.65910584097444,0.9936990017361111,2790,3777,2030,913003
bdd100k_lane,b3a102ed-6ef54f5e,/shared/data/bdd100k/images/val/b3a102ed-6ef54f5e.jpg,/shared/data/bdd100k/ll_seg_annotations/val/b3a102ed-6ef54f5e.png,/home/karthikab/Projects/road-readiness-framework/outputs/clrernet_full/masks/b3a102ed-6ef54f5e.png,0.14774822228074794,0.2574575493340628,0.28828365878725576,0.23258706467661683,0.23258706467661683,0.5721173994267549,0.9964887152777778,561,1385,1851,917803
bdd100k_lane,b3a1e72b-1f4b129d,/shared/data/bdd100k/images/val/b3a1e72b-1f4b129d.jpg,/shared/data/bdd100k/ll_seg_annotations/val/b3a1e72b-1f4b129d.png,/home/karthikab/Projects/road-readiness-framework/outputs/clrernet_full/masks/b3a1e72b-1f4b129d.png,0.0,0.0,0.0,0.0,0.0,0.49652180989583333,0.9930436197916667,0,0,6411,915189
bdd100k_lane,b3a1e72b-f46924ca,/shared/data/bdd100k/images/val/b3a1e72b-f46924ca.jpg,/shared/data/bdd100k/ll_seg_annotations/val/b3a1e72b-f46924ca.png,/home/karthikab/Projects/road-readiness-framework/outputs/clrernet_full/masks/b3a1e72b-f46924ca.png,0.0522169009732736,0.0992512112753927,0.12044185770281504,0.08440153154652903,0.08440153154652903,0.5161121003357546,0.980029296875,1014,7405,11000,902181
bdd100k_lane,b3a1e72b-f9a8ed50,/shared/data/bdd100k/images/val/b3a1e72b-f9a8ed50.jpg,/shared/data/bdd100k/ll_seg_annotations/val/b3a1e72b-f9a8ed50.png,/home/karthikab/Projects/road-readiness-framework/outputs/clrernet_full/masks/b3a1e72b-f9a8ed50.png,0.18397480755773266,0.31077486849059316,0.23746725679703726,0.4495554035567715,0.4495554035567715,0.5856428074858386,0.9873470052083333,2629,8442,3219,907310
bdd100k_lane,b3a238e3-de6b8b86,/shared/data/bdd100k/images/val/b3a238e3-de6b8b86.jpg,/shared/data/bdd100k/ll_seg_annotations/val/b3a238e3-de6b8b86.png,/home/karthikab/Projects/road-readiness-framework/outputs/clrernet_full/masks/b3a238e3-de6b8b86.png,0.26095375082982963,0.4138990040797,0.4133368384157027,0.4144627009928828,0.4144627009928828,0.6231918674040782,0.9855045572916666,4717,6695,6664,903524
bdd100k_lane,b3a238e3-ede6d45d,/shared/data/bdd100k/images/val/b3a238e3-ede6d45d.jpg,/shared/data/bdd100k/ll_seg_annotations/val/b3a238e3-ede6d45d.png,/home/karthikab/Projects/road-readiness-framework/outputs/clrernet_full/masks/b3a238e3-ede6d45d.png,0.12316203231911485,0.2193130265712059,0.15342763873775841,0.3843707405724669,0.3843707405724669,0.5583103271372996,0.9934646267361111,846,4668,1355,914731
bdd100k_lane,b3a3d166-3a6a258d,/shared/data/bdd100k/images/val/b3a3d166-3a6a258d.jpg,/shared/data/bdd100k/ll_seg_annotations/val/b3a3d166-3a6a258d.png,/home/karthikab/Projects/road-readiness-framework/outputs/clrernet_full/masks/b3a3d166-3a6a258d.png,0.25949999999999995,0.4120682810634249,0.3595178719866999,0.48261112144318385,0.48261112144318385,0.6257211862285841,0.9919650607638889,2595,4623,2782,911600
bdd100k_lane,b3a4cbbb-73f71148,/shared/data/bdd100k/images/val/b3a4cbbb-73f71148.jpg,/shared/data/bdd100k/ll_seg_annotations/val/b3a4cbbb-73f71148.png,/home/karthikab/Projects/road-readiness-framework/outputs/clrernet_full/masks/b3a4cbbb-73f71148.png,0.3087993421052631,0.4718818724469241,0.3606242496998799,0.6824170831440252,0.6824170831440252,0.6525726917526005,0.9963519965277777,1502,2663,699,916736
bdd100k_lane,b3a4cbbb-b67444d7,/shared/data/bdd100k/images/val/b3a4cbbb-b67444d7.jpg,/shared/data/bdd100k/ll_seg_annotations/val/b3a4cbbb-b67444d7.png,/home/karthikab/Projects/road-readiness-framework/outputs/clrernet_full/masks/b3a4cbbb-b67444d7.png,0.0,0.0,0.0,0.0,0.0,0.49514268663194444,0.9902853732638889,0,0,8953,912647
bdd100k_lane,b3a58c04-e89d17a2,/shared/data/bdd100k/images/val/b3a58c04-e89d17a2.jpg,/shared/data/bdd100k/ll_seg_annotations/val/b3a58c04-e89d17a2.png,/home/karthikab/Projects/road-readiness-framework/outputs/clrernet_full/masks/b3a58c04-e89d17a2.png,0.186976492839773,0.31504666514862467,0.25849831901382136,0.40326340326340304,0.40326340326340304,0.5918545327373036,0.9967350260416666,692,1985,1024,917899
bdd100k_lane,b3a6f586-21d97cce,/shared/data/bdd100k/images/val/b3a6f586-21d97cce.jpg,/shared/data/bdd100k/ll_seg_annotations/val/b3a6f586-21d97cce.png,/home/karthikab/Projects/road-readiness-framework/outputs/clrernet_full/masks/b3a6f586-21d97cce.png,0.3433991153453555,0.5112391565878772,0.43469365780122743,0.6205041500153703,0.6205041500153703,0.6674933069847141,0.9916243489583333,4037,5250,2469,909844
